study_id,title,status,phase,enrollment
NCT00376051,Serotonergic Function and Behavioural and Psychological Symptoms of Frontotemporal Dementia,COMPLETED,PHASE4,22.0
NCT00520351,Comparison of Lens Care Regimens With a Silicone Hydrogel Lens (Emerald),COMPLETED,PHASE3,30.0
NCT07435051,"Prospective, Randomized, Multicenter Clinical Trial of Bisphosphonates Combined With Vancomycin for the Treatment of Cierny-Mader Type I and III Osteomyelitis",NOT_YET_RECRUITING,PHASE3,280.0
NCT00006251,"Fludarabine Phosphate, Low-Dose Total-Body Irradiation, and Donor Stem Cell Transplant Followed by Cyclosporine, Mycophenolate Mofetil, Donor Lymphocyte Infusion in Treating Patients With Hematopoietic Cancer",COMPLETED,PHASE1,21.0
NCT00002951,Chemotherapy Plus Radiation Therapy in Treating Patients With Head and Neck Cancer,COMPLETED,PHASE2,53.0
NCT06707051,Effect of Tranexamic Acid and Calcium Dobesilate for Bleeding of Endometrial Origin,COMPLETED,PHASE2,100.0
NCT02677051,Sulforaphane in a New Jersey (NJ) Population of Individuals With Autism,ACTIVE_NOT_RECRUITING,PHASE2,48.0
NCT02843451,Milk Thistle in Body Dysmorphic Disorder,WITHDRAWN,PHASE2,0.0
NCT03403751,Phase 3 Study of Reltecimod vs Placebo in Patients With Sepsis-associated Acute Kidney Injury,TERMINATED,PHASE3,58.0
NCT03502551,ED Treatment of Suicidal Patients With Ketamine Infusion,WITHDRAWN,PHASE2,0.0
NCT02076451,"Open-label Study of DS-8273a to Assess Its Safety and Tolerability, and Assess Its Pharmacokinetic and Pharmacodynamic Properties in Subjects With Advanced Solid Tumors or Lymphomas",COMPLETED,PHASE1,32.0
NCT02612051,First Time in Human (FTIH) Study of GSK3008348 in Healthy Volunteers and Idiopathic Pulmonary Fibrosis Patients,COMPLETED,PHASE1,40.0
NCT02950051,Standard Chemoimmunotherapy (FCR/BR) Versus Rituximab + Venetoclax (RVe) Versus Obinutuzumab (GA101) + Venetoclax (GVe) Versus Obinutuzumab + Ibrutinib + Venetoclax (GIVe) in Fit Patients With Previously Untreated Chronic Lymphocytic Leukemia (CLL) Without Del(17p) or TP53 Mutation,COMPLETED,PHASE3,926.0
NCT03598751,Clinical Study of Efficacy and Safety of BCD-085 (Monoclonal Anti-IL-17 Antibody) in Psoriatic Arthritis,COMPLETED,PHASE3,194.0
NCT06237751,Preoperative Sildenafil Administration for Hepatectomy,UNKNOWN,NA,16.0
NCT03675802,Cervical Preparation in Hysteroscopy,UNKNOWN,NA,100.0
NCT06278402,"Efficacy of Oral Tofacitinib in Moderate to Severe Alopecia Areata, Totalis and Universalis at Tertiary Care Hospital, Karachi.",COMPLETED,PHASE3,30.0
NCT00291902,A Pharmacokinetic Study Of SB-681323 In Subjects With Coronary Heart Disease Undergoing Percutaneous Intervention,COMPLETED,PHASE2,80.0
NCT01986231,Safety Study of Repeated Doses of Glucagon on Animal Starch in the Liver,COMPLETED,NA,12.0
NCT02477631,Effect of Deferiprone on Oxidative-Stress and Iron-Overload in Low Risk Transfusion-Dependent MDS Patients,COMPLETED,PHASE2,19.0
NCT03681431,Evaluation of an Antibiotic Regimen Pharmacokinetic Applicable to Enterococcus Faecalis Infective Endocarditis,COMPLETED,PHASE2,12.0
NCT01164956,Methylphenidate for Cancer-Related Fatigue,TERMINATED,PHASE1,3.0
NCT01722422,Hyperoxia and Hypertonic Saline in Septic Shock,TERMINATED,NA,441.0
NCT05847322,Periscope Phase C Bordetella Pertussis Human Challenge Study With Delayed Antibiotic Therapy for 6 Weeks,RECRUITING,NA,72.0
NCT02313922,Optimizing Psoriasis Treatment of Etanercept Combined Methotrexate,COMPLETED,PHASE4,466.0
NCT02248753,Acute Cardioversion Versus Wait And See-approach for Symptomatic Atrial Fibrillation in the Emergency Department,COMPLETED,NA,437.0
NCT00531453,"A Study to Evaluate Two Different Regimens of VELCADE in Combination With Dexamethasone, Thalidomide and Cyclophosphamide (VDT vs VDTC) in Newly Diagnosed Multiple Myeloma",COMPLETED,PHASE2,98.0
NCT02407353,A Study to Evaluate the Pharmacodynamic Effects of Single Oral Doses of PF-06648671 on β-Amyloid (Aβ) Concentrations in Cerebrospinal Fluid (CSF),COMPLETED,PHASE1,22.0
NCT00084253,Study of Boosted Atazanavir (ATV) Versus Non-boosted ATV in Naive Patients,COMPLETED,PHASE4,200.0
NCT03296137,Adoptive Cell Therapy Across Cancer Diagnoses,COMPLETED,PHASE1,25.0
NCT04049253,The Causal Connection Between Sng and Muscle Acidosis,UNKNOWN,NA,52.0
NCT01246037,Beta-blockers in i-PAH,UNKNOWN,PHASE1,30.0
NCT04639245,"Genetically Engineered Cells (MAGE-A1-specific T Cell Receptor-transduced Autologous T-cells) and Atezolizumab for the Treatment of Metastatic Triple Negative Breast Cancer, Urothelial Cancer, or Non-small Cell Lung Cancer",TERMINATED,PHASE1,1.0
NCT02148445,Smoking Cessation Versus Long-term Nicotine Replacement Among High-risk Smokers,COMPLETED,PHASE3,398.0
NCT00603772,Clinical Evaluation of the Photoallergy Potential of Atralin Gel,COMPLETED,PHASE1,40.0
NCT02205372,"Safety, Tolerability and Pharmacokinetic Study of MT-3995 at a Low Dose in Subjects With Diabetic Nephropathy",COMPLETED,PHASE1,31.0
NCT00576472,Learning Impairments Among Survivors of Childhood Cancer,COMPLETED,PHASE4,469.0
NCT06322095,A Study of GH21 Combined With Previous Target Therapy or Immunotherapy in Patients With Advanced Solid Tumors,UNKNOWN,PHASE2,72.0
NCT06861439,GLP-1s to Enhance Lasting Optimal Weight,ACTIVE_NOT_RECRUITING,PHASE4,40.0
NCT03213639,Esomeprazole in Treatment of Early Onset Preeclampsia (ESOPE Trial),COMPLETED,PHASE2,205.0
NCT05318339,A Study of Trastuzumab and Pyrotinib in HER2 Positive Locally Advanced or Metastatic Urothelial Carcinoma,UNKNOWN,PHASE2,30.0
NCT00323557,Immuno-Augmentation With GM-CSF of Pneumococcal Vaccine in Chronic Lymphocytic Leukemia Patients,COMPLETED,PHASE2,39.0
NCT03322657,Sugammadex Versus Neostigmine for Reversal of Rocuronium Neuromuscular,COMPLETED,PHASE4,69.0
NCT01672775,"A Study to Assess the Safety, Pharmacokinetics and Effectiveness of AGS-16C3F Monotherapy in Subjects With Renal Cell Carcinoma (RCC) of Clear Cell or Papillary Histology",COMPLETED,PHASE1,34.0
NCT01941875,Luteal Phase Progesterone in IUI and Gonadotropin Cycles,COMPLETED,PHASE3,300.0
NCT04874675,An Randomized Control Trial Comparing Two Drug Combinations for Pain Management After Third Molars Surgery,SUSPENDED,NA,78.0
NCT06334575,Molecular Signatures Associated With Response to ICS Treatment in Patients With COPD Stratified by Eosinophil Levels,RECRUITING,PHASE4,135.0
NCT00005875,Nitrocamptothecin in Treating Patients With Metastatic Melanoma,COMPLETED,PHASE2,
NCT01659775,Phase 4 Trial to Evaluate the Efficacy and Safety of Sancuso Patch in Chemotherapy-induced Nausea and Vomiting Associated With the Administration of Highly Emetogenic Chemotherapy (HEC),COMPLETED,PHASE4,389.0
NCT02194257,Investigation of the Metabolism and Pharmacokinetics of Ambroxol in Healthy Male Volunteers,COMPLETED,PHASE1,12.0
NCT02878057,Multicenter Phase II Study of Apatinib in Patients With Advanced Breast Cancer(CABC006),COMPLETED,PHASE2,30.0
NCT00463801,Safety and Efficacy of Daptomycin for the Treatment of Complicated Skin and Skin-structure Infections,TERMINATED,PHASE4,52.0
NCT01473901,A Phase I Dose Escalation Study of BKM120 With Radiation Therapy and Temozolomide in Patients With Newly Diagnosed Glioblastoma,COMPLETED,PHASE1,38.0
NCT06037577,Subcutaneous Doses of CM-101 as a Treatment for Medical Conditions Involving Inflammatory and Fibrotic Mechanisms in Healthy Male Subjects,COMPLETED,PHASE1,8.0
NCT04585477,Adjuvant ctDNA-Adapted Personalized Treatment in Early Stage NSCLC (ADAPT-E),SUSPENDED,PHASE2,80.0
NCT00061477,Pemetrexed Plus Gemcitabine as Front-Line Chemotherapy for Patients With Malignant Pleural or Peritoneal Mesothelioma,COMPLETED,PHASE2,48.0
NCT06833112,Interleukin-17 (IL-17) Inhibitor in Combination With Tumor Necrosis Factor α (TNFα )Inhibitor for the Treatment of Ankylosing Spondylitis,NOT_YET_RECRUITING,PHASE4,10.0
NCT02000375,A Phase II Study Evaluating the Role of Androgen Receptors as Targets for Therapy of Pre-treated Post-menopausal Patients With ER/PgR-negative/AR-positive or ER and/or PgRpositive/ AR-positive Metastatic Breast Cancer (ARTT),TERMINATED,PHASE2,20.0
NCT02004275,Pomalidomide and Dexamethasone With or Without Ixazomib in Treating Patients With Relapsed Multiple Myeloma,UNKNOWN,PHASE1,118.0
NCT03068481,Clinical Study of KDT-3594 in Healthy Adult Males and Patients With Parkinson's Disease,COMPLETED,PHASE1,36.0
NCT03453281,"Early Anatomical, Physiological, and Clinical Changes in Diabetic Macular Edema After Intravitreal Aflibercept Injection",COMPLETED,PHASE4,36.0
NCT02497781,"Evaluation of Safety, Pharmacokinetics and Efficacy of Ceftazidime and Avibactam (CAZ-AVI ) Compared With Cefepime in Children From 3 Months to Less Than 18 Years of Age With Complicated Urinary Tract Infections (cUTIs)",COMPLETED,PHASE2,97.0
NCT07466628,Effects of Caffeine Ingestion on Morning Cognitive and Muscle Strength Measures in Males,COMPLETED,PHASE4,15.0
NCT00758628,"Randomized, Double Blind Trial of Bromfenac BID (0.09%) as an Adjunct to Argon Laser Therapy in the Treatment of Diabetic Macular Edema.",COMPLETED,PHASE4,50.0
NCT02808728,Effectiveness of Intraoperative Exparel for Postoperative Pain Control in Total Knee Arthroplasty,UNKNOWN,PHASE4,100.0
NCT00874328,A Study of TS-1 Plus Irinotecan and Cisplatin (IP) for Patients With Stage IIIB/IV Non Small Cell Lung Cancer (NSCLC),UNKNOWN,PHASE1,74.0
NCT01803828,REmodelling in Diabetic CardiOmapathy: Gender Response to PDE5i InhibiTOrs,COMPLETED,PHASE4,120.0
NCT05788328,A Drug-Drug Interaction Study to Estimate the Effect of PF-07081532 on the Pharmacokinetics of Dabigatran and Rosuvastatin in Overweight or Obese Adult Participants,TERMINATED,PHASE1,16.0
NCT03860428,Early Treatment Versus Expectant Management of PDA in Preterm Infants,COMPLETED,NA,208.0
NCT02815228,Sun Protection Factor Assay (SPF Assay 19009),COMPLETED,NA,5.0
NCT00004228,Combination Chemotx in Treating Children or Adolescents With Newly Diagnosed Stg III or Stg IV Lymphoblastic Lymphoma,COMPLETED,PHASE3,393.0
NCT03349073,An Extension Study for T-1101 (Tosylate) to Treat Advanced Refractory Solid Tumors,COMPLETED,PHASE1,3.0
NCT03263273,Study to Evaluate the Safety and Efficacy of Topical Minocycline Gel in Patients With Papulopustular Rosacea,COMPLETED,PHASE2,270.0
NCT01018173,A Study of Taspoglutide in Patients With Inadequately Controlled Diabetes Mellitus Type 2 and Cardiovascular Disease,COMPLETED,PHASE3,2118.0
NCT06327269,Innovative Diagnosis and Therapy in LDLT Patients With High-risk Hepatocellular Carcinoma,RECRUITING,EARLY_PHASE1,40.0
NCT03586869,QUILT-3.080: NANT Pancreatic Cancer Vaccine,TERMINATED,PHASE1,3.0
NCT05156983,A Study of TAK-330 to Reverse the Effects of Factor Xa Inhibitors For Adults Needing Urgent Surgery,RECRUITING,PHASE3,440.0
NCT02481141,Pilot Study to Evaluate the Safety and Efficacy of 5-ALA-SFC in Type II Diabetes,COMPLETED,NA,53.0
NCT01022541,Capecitabine and Oxaliplatin Plus Bevacizumab as Neoadjuvant Treatment for Untreated Unresectable Liver-only Metastases From Colorectal Cancer,COMPLETED,PHASE2,47.0
NCT03698383,Phase II Study of Herzuma® Plus Gedatolisib in Patients With HER-2 Positive Metastatic Breast Cancer,UNKNOWN,PHASE2,15.0
NCT01068054,Efficacy Study of FK-506 and Cyclosporine in Vernal Keratoconjunctivits (VKC),COMPLETED,PHASE2,24.0
NCT02540954,Efficacy and Safety of Two Different Aflibercept Regimens in Subjects With Neovascular Age-related Macular Degeneration (nAMD),COMPLETED,PHASE3,336.0
NCT00753454,Open Label Extension for Patients Coming From the Dosing Flexibility Study in Patients With Rheumatoid Arthritis (RA),COMPLETED,PHASE3,168.0
NCT02186405,Effects of Levothyroxine Treatment on Hemodynamic and Renal Functions in Subclinical Hypothyroidism,WITHDRAWN,PHASE4,0.0
NCT00673569,Laboratory Test in Predicting Response to Erlotinib in Patients With Relapsed Metastatic or Unresectable Non-Small Cell Lung Cancer That Did Not Respond to Previous Treatment,COMPLETED,PHASE2,40.0
NCT06107569,Treatment of CDI and Recurrence With Fecal Microbiota Transplant Using Promicrobioma,UNKNOWN,PHASE3,24.0
NCT07266805,Study of Oral Deucrictibant XR Tablet for Prophylaxis and Deucrictibant IR Capsule for On-Demand Treatment of Angioedema Attacks in Adults With Acquired Angioedema Due to C1 Inhibitor Deficiency,RECRUITING,PHASE3,32.0
NCT06533605,Phase I Clinical Study to Evaluate the Safety and Efficacy of SSGJ-706 Monotherapy for Patients With Advanced Solid Tumors,UNKNOWN,PHASE1,60.0
NCT00153166,ARREST PAD (Peripheral Arterial Disease),COMPLETED,PHASE2,76.0
NCT00190866,Study of Duloxetine Versus Placebo in the Treatment of Fibromyalgia Syndrome,COMPLETED,PHASE3,210.0
NCT02762266,Transarterial Chemoembolization Compared With Stereotactic Body Radiation Therapy or Stereotactic Ablative Radiation Therapy in Treating Patients With Residual or Recurrent Liver Cancer Undergone Initial Transarterial Chemoembolization,TERMINATED,PHASE3,13.0
NCT04921566,Bioequivalence Study of Two Formulations of Torasemide Tablet 10 mg in Healthy Volunteers Under Fasting Conditions,COMPLETED,PHASE1,26.0
NCT00262522,"Study of Lopinavir/Ritonavir Tablets Versus Soft Gel Capsules and Once Daily Versus Twice Daily Administration, When Coadministered With Nucleoside Reverse Transcriptase Inhibitors in Antiretroviral Naive Human Immunodeficiency Virus Type 1 Infected Subjects",COMPLETED,PHASE3,664.0
NCT02783222,EFficacy and Impact on Function of Two Different Doses of Nab-paclitaxEl in Elderly With advanCed breasT Cancer,COMPLETED,PHASE2,160.0
NCT02137356,Selinexor Combined With Standard Chemoradiation as Neoadjuvant Treatment in Locally Advanced Rectal Cancer,UNKNOWN,PHASE1,28.0
NCT02194556,Sequential and Maintenance Icotinib Plus Chemotherapy Versus Icotinib Maintenance After Chemotherapy in Advanced NSCLC,UNKNOWN,PHASE4,100.0
NCT02072356,Radiolabeled Glass Beads in Treating Patients With Liver Cancer That Cannot be Removed by Surgery,COMPLETED,EARLY_PHASE1,290.0
NCT01473056,"Study to Assess Safety,Tolerability,Pharmacokinetics & Antiviral Activity of JTK-853 in Hepatitis C Virus Genotype 1 Infected Subjects",COMPLETED,PHASE1,29.0
NCT00358722,An Evaluation of the Long-term Safety of Magnesium Iron Hydroxycarbonate,TERMINATED,PHASE2,44.0
NCT05242822,A Study to Evaluate KIN-3248 in Participants With Advanced Tumors Harboring FGFR2 and//or FGFR3 Gene Alterations,TERMINATED,PHASE1,54.0
NCT00120822,Folic Acid Supplementation in Gambian Primigravidae,COMPLETED,PHASE3,1000.0
NCT02661022,SL-401 in Combination With Pomalidomide and Dexamethasone in Relapsed or Relapsed and Refractory Multiple Myeloma,TERMINATED,PHASE1,9.0
NCT02131922,Study of the Effects of Intensive Treatment of Periodontitis on Blood Pressure Control,UNKNOWN,NA,100.0
NCT02157922,A Phase IIb Study of OligoG in Subjects With Cystic Fibrosis,COMPLETED,PHASE2,65.0
NCT00386529,Administration Time-dependent Antihypertensive Effects of Low Dose Aspirin in Well-controlled Hypertensive Patients,COMPLETED,PHASE4,191.0
NCT01269229,A Trial of Neoadjuvant FOLFOX6 With Short Course Radiotherapy in Patients With Unresectable Rectal Cancer and Liver Metastasis,COMPLETED,PHASE2,32.0
NCT04147351,"A Phase II Study of Atezolizumab in Combination With Bevacizumab, Carboplatin or Cisplatin, and Pemetrexed for EGFR-mutant Metastatic Non-small Cell Lung Cancer Patients After Failure of EGFR Tyrosine Kinase Inhibitors.",COMPLETED,PHASE2,22.0
NCT06461429,PLatform for Adaptive Trials In Perinatal UnitS - [Core Protocol],NOT_YET_RECRUITING,NA,100000.0
NCT03150329,"Pembrolizumab and Vorinostat in Patients With Relapsed or Refractory DLBCL, FCL or HL.",ACTIVE_NOT_RECRUITING,PHASE1,52.0
NCT00961831,"Radiation Dosimetry, Metabolism, Safety, Tolerability and Positron Emission Tomography/Computed Tomography (PET/CT) Imaging With BAY 85-8050 in Healthy Volunteers and Patients",COMPLETED,PHASE1,20.0
NCT00570531,Phase II Trial for Patients With Loco-Regional Esophageal Carcinoma,TERMINATED,PHASE2,6.0
NCT00031031,Kanglaite Injection Phase I Study,COMPLETED,PHASE1,16.0
NCT02719431,Drug-Drug Interaction Study to Assess the Effects of Multiple-Dose Administration of K-877 on the Pharmacodynamics and the Pharmacokinetics of Multiple-Dose Administration of Warfarin in Healthy Adult Volunteers,COMPLETED,PHASE1,20.0
NCT04365231,Hydroxychloroquine Azithromycin COVID-19 Pregnancy Trial,WITHDRAWN,PHASE3,0.0
NCT01281631,A Study of NP001 in Subjects With Amyotrophic Lateral Sclerosis (ALS),COMPLETED,PHASE2,136.0
NCT05702931,Semaglutide Treatment for Hyperglycaemia After Renal Transplantation,RECRUITING,PHASE4,104.0
NCT06235931,A Clinical Study of Darcilil Combined With AI Combined With Pyrrotinib in the Treatment of TPBC,RECRUITING,NA,34.0
NCT00003231,Combination Chemotherapy Followed by Surgery in Treating Patients With Non-small Cell Lung Cancer,COMPLETED,PHASE2,40.0
NCT01750931,"This Study is Randomised, Single Oral Dose Bioequivalence Study of Meloxicam GSK 15 MG Tablets.",COMPLETED,NA,28.0
NCT05109702,A Study to Assess the Efficacy and Safety of Tanfanercept (HL036) Ophthalmic Solution in Participants With Dry Eye,COMPLETED,PHASE3,260.0
NCT04814056,To Evaluate the Efficacy of Afatinib in the Treatment of Locally Advanced/Metastatic Non-Small Cell Lung Cancer With NRG1 Fusion,UNKNOWN,PHASE4,15.0
NCT04985656,A Study of Pevonedistat Combined With Decitabine and Cedazuridine in Adults With Higher-risk Myelodysplastic Syndromes,WITHDRAWN,PHASE2,0.0
NCT00842556,Pharmacokinetic Drug Interaction Study of Dapagliflozin and Glimepiride or Sitagliptin in Healthy Subjects,COMPLETED,PHASE1,18.0
NCT02519556,Trial on Effectiveness Combined Probiotics in Atopic Dermatitis in Children,COMPLETED,PHASE4,60.0
NCT02551237,Neoadjuvant Treatment for Advanced Rectal Carcinoma,COMPLETED,PHASE3,103.0
NCT04278937,Antenatal Azithromycin to Prevent Preterm Birth in Pregnant Women With Vaginal Cerclage,COMPLETED,PHASE4,50.0
NCT06485245,"Study to Evaluate Safety, Tolerability and Pharmacokinetics of CS060304 in Healthy and Elevated LDL-C Subjects",ACTIVE_NOT_RECRUITING,PHASE1,80.0
NCT00141037,Steroid-Free Versus Steroid-Based Immunosuppression in Pediatric Renal (Kidney) Transplantation,COMPLETED,PHASE1,130.0
NCT01520545,Safety Study of 3 mg/mL Baclofen Injection (Intrathecal) Using A Programmable Pump,COMPLETED,PHASE3,153.0
NCT00735072,Maraviroc as an Immunomodulatory Drug for Antiretroviral-treated HIV Infected Patients Exhibiting Immunologic Failure,COMPLETED,PHASE4,45.0
NCT00326872,AZD2171 in Treating Patients With Neurofibromatosis Type 1 and Plexiform Neurofibroma and/or Neurofibroma Near the Spine,TERMINATED,PHASE2,26.0
NCT00691795,Epidural Fentanyl-bupivacaine Versus Clonidine-bupivacaine for Breakthrough Pain in Advanced Labor,WITHDRAWN,PHASE4,0.0
NCT05389995,Potassium Citrate and Crystal Light Lemonade,ACTIVE_NOT_RECRUITING,NA,10.0
NCT00041795,Neotrofin for Treatment of Chemotherapy-Induced Peripheral Neuropathy,COMPLETED,PHASE2,50.0
NCT02877095,Subcutaneous Furosemide in Acute Decompensated Heart Failure Pilot,COMPLETED,PHASE1,40.0
NCT06464939,Phase 2 Study of KH001 in Long-term Relief From Dentin Hypersensitivity,COMPLETED,PHASE2,120.0
NCT01063439,BuEAM Conditioning for Autologous Stem Cell Transplantation (ASCT) to Treat Diffuse Large B Cell Lymphoma (DLCBL),UNKNOWN,PHASE2,42.0
